accuracy,loss,val_accuracy,val_loss,epoch
0.9779543876647949,0.1471318006515503,0.9924892783164978,0.05086406320333481,0
0.9915406107902527,0.11208157986402512,0.9924892783164978,0.04266061261296272,1
0.9915406107902527,0.10234565287828445,0.9924892783164978,0.04663924500346184,2
0.9912843108177185,0.08897179365158081,0.9924892783164978,0.03866494446992874,3
0.9912843108177185,0.08301921933889389,0.9924892783164978,0.03723766282200813,4
0.9910279512405396,0.08446852117776871,0.9924892783164978,0.03936034440994263,5
0.9920533299446106,0.072031669318676,0.991416335105896,0.04025951400399208,6
0.9897462129592896,0.06764749437570572,0.991416335105896,0.03719567134976387,7
0.9925659894943237,0.05821453779935837,0.9860514998435974,0.0478137731552124,8
0.9910279512405396,0.05693451687693596,0.991416335105896,0.037543170154094696,9
0.9917969703674316,0.04573097452521324,0.991416335105896,0.03924059122800827,10
0.9910279512405396,0.046535175293684006,0.9860514998435974,0.046062421053647995,11
0.9935913681983948,0.04020638391375542,0.9903433322906494,0.043476421386003494,12
0.9920533299446106,0.033233605325222015,0.9881974458694458,0.04475446045398712,13
0.9964112043380737,0.023063281551003456,0.991416335105896,0.04510951787233353,14
0.9956421256065369,0.021581847220659256,0.9903433322906494,0.04725905507802963,15
0.9953858256340027,0.0223361998796463,0.9892703890800476,0.05003291741013527,16
0.9956421256065369,0.023372821509838104,0.9860514998435974,0.05257343500852585,17
