accuracy,loss,val_accuracy,val_loss,epoch
0.49782106280326843,0.973229169845581,0.6652360558509827,0.7885695695877075,0
0.6749551296234131,0.7132317423820496,0.7145922780036926,0.6565988659858704,1
0.7144321799278259,0.6329100131988525,0.7231759428977966,0.6157311201095581,2
0.7249423265457153,0.6095762848854065,0.7242489457130432,0.6001409292221069,3
0.7395539879798889,0.5843329429626465,0.7263948321342468,0.5907484889030457,4
0.7433991432189941,0.5757548809051514,0.7306867241859436,0.5888996124267578,5
0.7431427836418152,0.5737468600273132,0.7285407781600952,0.5904549360275269,6
0.7574980854988098,0.5529168844223022,0.7263948321342468,0.5815889239311218,7
0.7641630172729492,0.5370810627937317,0.733905553817749,0.5814012885093689,8
0.7610868811607361,0.5352292060852051,0.7285407781600952,0.5731766819953918,9
0.7695462703704834,0.5245287418365479,0.7478540539741516,0.5684194564819336,10
0.7698026299476624,0.5192559957504272,0.729613721370697,0.5720555782318115,11
0.782876193523407,0.5016326904296875,0.7371244430541992,0.5607325434684753,12
0.7785183191299438,0.5115612745285034,0.7328326106071472,0.5643550753593445,13
0.7772365808486938,0.5024738311767578,0.725321888923645,0.5731114149093628,14
0.7818508148193359,0.49174562096595764,0.7274678349494934,0.5757288932800293,15
0.7808254361152649,0.4824965000152588,0.721030056476593,0.5860933661460876,16
0.7928736209869385,0.4819536805152893,0.7306867241859436,0.5736911296844482,17
0.7959497570991516,0.47168898582458496,0.7178111672401428,0.5995436906814575,18
0.803896427154541,0.45847025513648987,0.7145922780036926,0.6058889031410217,19
0.8103050589561462,0.4577009677886963,0.7306867241859436,0.5934817790985107,20
0.8067162036895752,0.44844862818717957,0.7349785566329956,0.5775439739227295,21
0.80543452501297,0.4443577826023102,0.7349785566329956,0.5858410596847534,22
