accuracy,loss,val_accuracy,val_loss,epoch
0.15278133749961853,1.7187654972076416,0.21244634687900543,0.8631306886672974,0
0.49577030539512634,1.426354169845581,0.8047210574150085,0.5556108355522156,1
0.6839271783828735,1.2683501243591309,0.75,0.6303853988647461,2
0.7657011151313782,1.153541088104248,0.4699570834636688,0.9693136811256409,3
0.7008459568023682,1.0983946323394775,0.8208154439926147,0.48286503553390503,4
0.8033837676048279,0.9195435643196106,0.8336910009384155,0.472893625497818,5
0.8310689330101013,0.8454602956771851,0.754291832447052,0.6356822848320007,6
0.7995385527610779,0.8070782423019409,0.8369098901748657,0.42081040143966675,7
0.8595231771469116,0.6028186082839966,0.8916308879852295,0.2980221211910248,8
0.8608049154281616,0.6293889284133911,0.79935622215271,0.5224095582962036,9
0.8667008280754089,0.5469894409179688,0.8358368873596191,0.41328132152557373,10
0.8884901404380798,0.4628768563270569,0.8766094446182251,0.32730400562286377,11
0.8910535573959351,0.48945242166519165,0.9227467775344849,0.21229274570941925,12
0.8849012851715088,0.5104161500930786,0.7972102761268616,0.5393236875534058,13
0.8943860530853271,0.4334353506565094,0.9002146124839783,0.252532958984375,14
0.9213022589683533,0.3650157153606415,0.9216738343238831,0.18256372213363647,15
0.9074596166610718,0.409515380859375,0.8712446093559265,0.3309274911880493,16
0.9210458993911743,0.33611375093460083,0.9130901098251343,0.21696150302886963,17
0.914893627166748,0.3675784170627594,0.8927038908004761,0.2810092866420746,18
0.9259164333343506,0.3384082019329071,0.8755365014076233,0.3358577489852905,19
0.9430915117263794,0.24099291861057281,0.9409871101379395,0.1450803279876709,20
0.9474493861198425,0.22368189692497253,0.9270386099815369,0.1958545297384262,21
0.9477057456970215,0.25119680166244507,0.9377682209014893,0.1609145849943161,22
0.9305306077003479,0.3154505491256714,0.8969957232475281,0.2510427236557007,23
0.9459112882614136,0.22299835085868835,0.9248927235603333,0.20536981523036957,24
0.9594975709915161,0.1835181713104248,0.9334763884544373,0.17153650522232056,25
0.9651371240615845,0.1682869791984558,0.9570815563201904,0.12041056156158447,26
0.9633427262306213,0.14203274250030518,0.9624463319778442,0.12084972113370895,27
0.9689823389053345,0.13478004932403564,0.9109442234039307,0.2257065773010254,28
0.9605229496955872,0.16272124648094177,0.966738224029541,0.08922115713357925,29
0.93386310338974,0.3720483183860779,0.9109442234039307,0.2477034479379654,30
0.9556524157524109,0.24835900962352753,0.8948497772216797,0.2970584034919739,31
0.93642657995224,0.2609460651874542,0.9152360558509827,0.22482986748218536,32
0.9507818222045898,0.19290030002593994,0.9560086131095886,0.12471983581781387,33
0.9641117453575134,0.15516944229602814,0.954935610294342,0.13313090801239014,34
0.9571904540061951,0.1796095073223114,0.9345493316650391,0.20347614586353302,35
0.9689823389053345,0.13978901505470276,0.9570815563201904,0.13692441582679749,36
0.9700077176094055,0.12137236446142197,0.9560086131095886,0.12426672130823135,37
0.9702640175819397,0.13765470683574677,0.9206008315086365,0.2582451105117798,38
0.9725711345672607,0.10498419404029846,0.9345493316650391,0.20780785381793976,39
