Timestamp,Open,High,Low,Close,EMA_Fast,EMA_Slow,ADX,Regime
2024-04-11 08:00:00,1.07454,1.07469,1.07437,1.07457,1.079941034779719,1.08101485,46.45152396627991,Bearish
2024-04-11 09:00:00,1.07458,1.07464,1.07387,1.074,1.0797080530236516,1.0809450504975127,47.024403029386875,Bearish
2024-04-11 10:00:00,1.07399,1.07405,1.07263,1.07303,1.0794461685913517,1.0808662937761444,48.104793844948894,Bearish
2024-04-11 11:00:00,1.07304,1.07464,1.07304,1.07451,1.079252593352475,1.080803047071904,48.18676168427391,Bearish
2024-04-11 12:00:00,1.0745,1.07495,1.0738,1.07387,1.0790415112602212,1.0807340615289,47.803721033861045,Bearish
2024-04-11 13:00:00,1.07387,1.07395,1.07286,1.07307,1.0788073343480555,1.0806578022102045,47.95159969780163,Bearish
2024-04-11 14:00:00,1.07307,1.07334,1.07259,1.07294,1.0785772428049945,1.0805810081583618,48.22045793125706,Bearish
2024-04-11 15:00:00,1.07294,1.07339,1.07252,1.07288,1.0783538215185242,1.0805043812115125,48.50513037391036,Bearish
2024-04-11 16:00:00,1.07288,1.07466,1.0713,1.07377,1.0781740638119153,1.0804373724432388,46.96970707732172,Bearish
2024-04-11 17:00:00,1.07377,1.07562,1.07278,1.07308,1.0779742966036048,1.0803641647572364,44.46658234851927,Bearish
2024-04-11 18:00:00,1.07309,1.07327,1.06989,1.07095,1.0776988339916986,1.08027049147607,43.89104416101674,Bearish
2024-04-11 19:00:00,1.07095,1.07224,1.07017,1.07172,1.0774643699135928,1.0801854119588952,43.35661588304287,Bearish
2024-04-11 20:00:00,1.07172,1.0723,1.07133,1.07203,1.0772512573679618,1.0801042635811948,42.79557839039529,Bearish
2024-04-11 21:00:00,1.07204,1.07296,1.07195,1.07288,1.0770798355103948,1.0800323803614815,41.56795059208419,Bearish
2024-04-11 22:00:00,1.07288,1.07342,1.07246,1.07255,1.076902194902144,1.079957928815596,39.96187197847521,Bearish
2024-04-11 23:00:00,1.07255,1.07318,1.0725,1.07267,1.076736226474609,1.0798854121109633,38.47051334673633,Bearish
2024-04-12 00:00:00,1.07268,1.0728,1.07253,1.07254,1.076571668573644,1.0798123234332422,37.085680401304145,Bearish
2024-04-12 01:00:00,1.07241,1.07278,1.07241,1.07277,1.0764225835315402,1.0797422505632597,35.89597473824709,Bearish
2024-04-12 02:00:00,1.07278,1.0729,1.07267,1.07273,1.076277776334225,1.0796724769258144,34.63975789014496,Bearish
2024-04-12 03:00:00,1.07272,1.07278,1.07234,1.07236,1.0761241380466084,1.0795997159613784,33.762513785214914,Bearish
2024-04-12 04:00:00,1.07236,1.07278,1.07222,1.07262,1.07598672086831,1.079530266051315,33.053535203289314,Bearish
2024-04-12 05:00:00,1.07263,1.07279,1.07227,1.07251,1.0758503788734743,1.0794604126577698,32.38010752212364,Bearish
2024-04-12 06:00:00,1.07251,1.07272,1.07239,1.07251,1.0757193836235341,1.0793912543228668,31.754781838375614,Bearish
2024-04-12 07:00:00,1.07252,1.07256,1.07149,1.07161,1.0755582313245722,1.079313828906719,31.998717944509192,Bearish
2024-04-12 08:00:00,1.07161,1.07169,1.07105,1.07126,1.0753896732334125,1.079233691305657,32.566587079453605,Bearish
2024-04-12 09:00:00,1.07126,1.07138,1.07047,1.07065,1.0752038036948472,1.0791482814419193,33.50023477996369,Bearish
2024-04-12 10:00:00,1.07064,1.07097,1.06807,1.06853,1.0749420859028924,1.0790426269002087,35.51982468490996,Bearish
2024-04-12 11:00:00,1.06853,1.06863,1.0674,1.06826,1.0746800433184653,1.078935337080306,37.61885991379855,Bearish
2024-04-12 12:00:00,1.06825,1.06849,1.06681,1.06724,1.0743882769138196,1.0788189655670692,39.74868568477128,Bearish
2024-04-12 13:00:00,1.06724,1.06746,1.06546,1.06585,1.0740534425250423,1.078689921133566,42.07726378378915,Bearish
2024-04-12 14:00:00,1.06585,1.066,1.06436,1.06483,1.0736917388966092,1.0785520114705456,44.47040109906502,Bearish
2024-04-12 15:00:00,1.06483,1.06589,1.06457,1.06538,1.073365788351644,1.078420946679794,46.69259999784986,Bearish
2024-04-12 16:00:00,1.06539,1.06553,1.0631,1.06395,1.0729965417496188,1.0782769571605921,49.023609291635346,Bearish
2024-04-12 17:00:00,1.06394,1.06459,1.06307,1.06391,1.0726402067790455,1.0781340023629744,51.19307922581638,Bearish
2024-04-12 18:00:00,1.0639,1.06405,1.06222,1.06331,1.0722743163171222,1.0779864998519002,53.3444334840847,Bearish
2024-04-12 19:00:00,1.06331,1.06506,1.06306,1.06435,1.07196355881449,1.0778508132862097,53.96499069711994,Bearish
2024-04-12 20:00:00,1.06435,1.06464,1.06373,1.0644,1.0716669486649022,1.0777169743480386,54.5412223883455,Bearish
2024-04-12 21:00:00,1.0644,1.06494,1.06402,1.06461,1.0713902055800042,1.0775865566928344,54.66732175822735,Bearish
2024-04-12 22:00:00,1.06461,1.06502,1.06381,1.06398,1.0710996092827492,1.077451168069025,54.86539335487156,Bearish
2024-04-12 23:00:00,1.06398,1.06425,1.06369,1.06396,1.0708196246049941,1.0773169275907264,55.097094502806435,Bearish
2024-04-13 00:00:00,1.06395,1.06439,1.06391,1.06391,1.0705486589342101,1.0771835253261421,55.093559132051055,Bearish
2024-04-15 01:00:00,1.06349,1.06411,1.06322,1.06398,1.0702910644662018,1.0770521469646879,55.38952712423134,Bearish
2024-04-15 02:00:00,1.06398,1.06512,1.0635,1.06462,1.0700686697812527,1.0769284440098155,54.20737875624968,Bearish
2024-04-15 03:00:00,1.06462,1.06497,1.06431,1.06447,1.0698491141035567,1.0768044793928024,53.10966956488562,Bearish
2024-04-15 04:00:00,1.06448,1.06493,1.0643,1.06457,1.0696420900210641,1.0766827432794412,52.09678454458273,Bearish
2024-04-15 05:00:00,1.06458,1.06546,1.06389,1.06539,1.069475341392787,1.0765703776746707,50.38869198119164,Bearish
2024-04-15 06:00:00,1.06541,1.06541,1.06479,1.06492,1.0692967005538543,1.076454453518704,48.802606038120175,Bearish
2024-04-15 07:00:00,1.06492,1.06535,1.06472,1.06504,1.0691297711203698,1.0763408768667766,47.389876365975056,Bearish
2024-04-15 08:00:00,1.06504,1.06537,1.06468,1.06527,1.068978407547022,1.076230718888003,46.114324543409325,Bearish
2024-04-15 09:00:00,1.06526,1.06588,1.06503,1.0658,1.0688537641138052,1.0761269306403611,44.10232152235842,Bearish
2024-04-15 10:00:00,1.0658,1.06645,1.06513,1.06526,1.0687128321877735,1.0760188019772732,41.41520725153034,Bearish
2024-04-15 11:00:00,1.06527,1.06613,1.06497,1.06581,1.0685989956313902,1.0759172218580966,39.11068674170252,Bearish
2024-04-15 12:00:00,1.0658,1.06615,1.06535,1.06585,1.0684911918811395,1.0758170504963245,36.940933284805986,Bearish
2024-04-15 13:00:00,1.06584,1.06622,1.06533,1.06575,1.0683836941603106,1.0757168808396447,34.815706533905754,Bearish
2024-04-15 14:00:00,1.06574,1.06596,1.06513,1.06578,1.0682815885069652,1.0756180064034293,33.12021709608107,Bearish
2024-04-15 15:00:00,1.06578,1.06649,1.06514,1.06564,1.0681779968008098,1.0755187227576242,30.810992234054304,Bearish
2024-04-15 16:00:00,1.06565,1.06578,1.06307,1.06572,1.0680816047694055,1.0754212230286926,30.78615371573719,Bearish
2024-04-15 17:00:00,1.06572,1.06604,1.0631,1.06311,1.0678866398764877,1.0752987232970639,30.387951185029834,Bearish
2024-04-15 18:00:00,1.06311,1.06358,1.06215,1.06229,1.0676671638028998,1.0751692832642572,30.74868099615294,Bearish
2024-04-15 19:00:00,1.06228,1.0647,1.06227,1.0647,1.0675508044380801,1.0750651112914786,29.652535040919744,Bearish
2024-04-15 20:00:00,1.0647,1.0647,1.06335,1.06381,1.067404106224822,1.0749531201343496,28.634685227312715,Bearish
2024-04-15 21:00:00,1.0638,1.06392,1.06228,1.06278,1.0672227687258096,1.0748319945608737,28.54049236994441,Bearish
2024-04-15 22:00:00,1.06278,1.06313,1.06232,1.06236,1.0670320719130328,1.0747078951125069,28.45302757396242,Bearish
2024-04-15 23:00:00,1.06236,1.0627,1.062,1.06253,1.066855520073306,1.0745867220268104,28.613585863142767,Bearish
2024-04-16 00:00:00,1.06254,1.06267,1.06206,1.06229,1.0666764800704314,1.0744643665837577,28.76267570288178,Bearish
2024-04-16 01:00:00,1.0622,1.06266,1.0622,1.06262,1.0665174024206105,1.0743465121898894,28.901116268169055,Bearish
2024-04-16 02:00:00,1.06262,1.06277,1.06255,1.0627,1.0663677003649004,1.0742306264964576,28.84666820995927,Bearish
2024-04-16 03:00:00,1.06271,1.06282,1.06215,1.06236,1.0662105356447082,1.0741125108099256,29.162039906364456,Bearish
2024-04-16 04:00:00,1.06236,1.06251,1.06174,1.06175,1.066035612678249,1.0739895007521154,29.802652460016105,Bearish
2024-04-16 05:00:00,1.06175,1.06175,1.06067,1.06144,1.0658553925732197,1.0738646300978656,31.149433975898877,Bearish
2024-04-16 06:00:00,1.06145,1.06148,1.06058,1.06091,1.065661455609564,1.073735728305847,32.455681148181185,Bearish
2024-04-16 07:00:00,1.06092,1.06123,1.06068,1.06114,1.0654841436248752,1.0736103976759384,33.66862494997758,Bearish
2024-04-16 08:00:00,1.06114,1.06146,1.06097,1.06136,1.0653224125023313,1.0734885031717003,34.33541182035674,Bearish
2024-04-16 09:00:00,1.06136,1.06202,1.06136,1.06176,1.0651827100512594,1.073371801647604,33.91850286612645,Bearish
2024-04-16 10:00:00,1.06176,1.06176,1.0602,1.06164,1.0650437802453279,1.0732550673028516,34.47374945470258,Bearish
2024-04-16 11:00:00,1.06164,1.06236,1.06113,1.06233,1.0649373574906091,1.0731463601655098,34.04604849057243,Bearish
2024-04-16 12:00:00,1.06233,1.06244,1.06122,1.06224,1.0648315787654874,1.0730378391688382,33.52769717242317,Bearish
2024-04-16 13:00:00,1.06223,1.06346,1.06192,1.06305,1.0647617129315468,1.0729384576845713,31.656245715625765,Bearish
2024-04-16 14:00:00,1.06305,1.06321,1.06228,1.06264,1.0646785085028587,1.0728359854688045,29.91846936376986,Bearish
2024-04-16 15:00:00,1.06263,1.06469,1.06259,1.06397,1.0646507238556877,1.072747766707921,28.831773023363525,Bearish
2024-04-16 16:00:00,1.06397,1.06534,1.06339,1.06353,1.0646067739005627,1.0726560476362006,28.361880274056297,Bearish
2024-04-16 17:00:00,1.06353,1.06435,1.06272,1.0635,1.0645633710025015,1.0725649426845967,27.14442651820869,Bearish
2024-04-16 18:00:00,1.06351,1.06445,1.0628,1.06329,1.0645134348847565,1.0724726546976853,26.103719569162262,Bearish
2024-04-16 19:00:00,1.06329,1.06392,1.06214,1.0623,1.0644266335167267,1.0723714342529322,24.40139303427823,Bearish
2024-04-16 20:00:00,1.0623,1.06279,1.06185,1.06209,1.0643350008297965,1.072269131424545,22.79945432344133,Bearish
2024-04-16 21:00:00,1.06209,1.06235,1.06008,1.06197,1.0642422556992162,1.0721666525048978,22.812868177534728,Bearish
2024-04-16 22:00:00,1.06197,1.06347,1.06157,1.06291,1.0641900103776782,1.0720745465098243,21.705638261171416,Bearish
