time,open,high,low,close,tick_volume
2023-09-26 09:00:00,1.05874,1.05884,1.05708,1.05712,4421
2023-09-26 10:00:00,1.05712,1.05883,1.05696,1.05846,6348
2023-09-26 11:00:00,1.05846,1.05996,1.05822,1.05956,5376
2023-09-26 12:00:00,1.05956,1.06026,1.0593,1.05969,3746
2023-09-26 13:00:00,1.05969,1.06012,1.05929,1.05957,2868
2023-09-26 14:00:00,1.05957,1.0603,1.05892,1.05991,3683
2023-09-26 15:00:00,1.0599,1.06086,1.05982,1.06054,6264
2023-09-26 16:00:00,1.06053,1.06062,1.05851,1.05918,7267
2023-09-26 17:00:00,1.05917,1.05984,1.05778,1.05834,10266
2023-09-26 18:00:00,1.05834,1.0584,1.05673,1.05721,5909
2023-09-26 19:00:00,1.05721,1.05764,1.05677,1.05687,2928
2023-09-26 20:00:00,1.05686,1.05758,1.05667,1.05704,2568
2023-09-26 21:00:00,1.05704,1.05711,1.05616,1.05658,2657
2023-09-26 22:00:00,1.05659,1.05714,1.05641,1.05696,2224
2023-09-26 23:00:00,1.05697,1.0575,1.05691,1.05697,2000
2023-09-27 00:00:00,1.05686,1.05709,1.05672,1.05691,661
2023-09-27 01:00:00,1.05691,1.05737,1.0569,1.0571,1062
2023-09-27 02:00:00,1.05709,1.05728,1.05673,1.05687,1169
2023-09-27 03:00:00,1.05687,1.05717,1.05555,1.05594,2547
2023-09-27 04:00:00,1.05594,1.05697,1.05584,1.05691,3167
2023-09-27 05:00:00,1.05691,1.05694,1.05585,1.0564,2310
2023-09-27 06:00:00,1.0564,1.05646,1.05591,1.05615,1626
2023-09-27 07:00:00,1.05616,1.05629,1.05568,1.05597,1577
2023-09-27 08:00:00,1.05597,1.05638,1.05545,1.05596,2516
2023-09-27 09:00:00,1.05596,1.05703,1.0557,1.05689,3913
2023-09-27 10:00:00,1.05689,1.05736,1.05641,1.05648,5007
2023-09-27 11:00:00,1.05648,1.05694,1.05569,1.05594,4365
2023-09-27 12:00:00,1.05594,1.05632,1.05526,1.05595,4172
2023-09-27 13:00:00,1.05596,1.05615,1.05523,1.05539,3408
2023-09-27 14:00:00,1.05539,1.05544,1.0534,1.05391,5314
2023-09-27 15:00:00,1.05391,1.05509,1.05335,1.05462,8973
2023-09-27 16:00:00,1.05462,1.05484,1.05118,1.05199,9852
2023-09-27 17:00:00,1.05199,1.05256,1.05081,1.05083,11242
2023-09-27 18:00:00,1.05084,1.05236,1.05077,1.05084,8382
2023-09-27 19:00:00,1.05084,1.05094,1.05003,1.05026,5564
2023-09-27 20:00:00,1.05026,1.05103,1.049,1.04985,6992
2023-09-27 21:00:00,1.04985,1.05089,1.04878,1.05065,6070
2023-09-27 22:00:00,1.05065,1.05183,1.0501,1.05054,5084
2023-09-27 23:00:00,1.05053,1.05055,1.04981,1.05012,1514
2023-09-28 00:00:00,1.05016,1.05058,1.05012,1.05035,1432
2023-09-28 01:00:00,1.05036,1.05073,1.05029,1.05031,1283
2023-09-28 02:00:00,1.05031,1.05067,1.05019,1.05049,1043
2023-09-28 03:00:00,1.05049,1.0515,1.05046,1.05147,2563
